accno,authormain,booktitle,publisher,publishyear,edition,volume,pages,price,status,subjectid,copy
977,ASHFAQ HUSSAIN,ELECTRICAL POWER SYSTEMS,C.B.S,2007,5,0,694,275,1,5,
978,JAIRATH A.K,PRO & SOLU IN CONTROL SYSTEMS,C.B.C,2007,4,0,0,175,1,11,
979,JAIRATH A.K,PRO & SOLU IN CONTROL SYSTEMS,C.B.C,2007,4,0,0,175,1,11,
980,RAFIQUZZAMAN,MORDEN COMPUTER ARCHITECTURE,GALGOTIA,2007,,0,573,175,1,10,
981,ELLIS HORWITZ,COMPUTER ALGORITHMS C++,GALGOTIA,2004,,0,769,375,1,10,
982,ELLIS HOROWITZ,FUNDAMENTALS OF COMPUTER ALGORITHMS,GALGOTIA,2007,,0,769,375,1,10,
983,john e hopcroft,introducation to automata theory languages & copution,narosa,2002,,0,418,225,1,11,
984,PANKAJ  JALOTE,AN INTERGRATED  APPROACH  TO SOFTWARE ENGINEERING,NAROSA,,3,0,493,295,1,11,
985,JAIN ALOK,POWER ELECTRONICS & ITS  APPLICATION,PENRAM INTEUNATION,2006,2,0,489,215,1,5,
986,GILL. P.S,ENGINEERING. DRAWING,S.K. KATARIA,2006,,0,710,250,1,14,
987,GILL P.S,A TEXT OF MACHINE DRAWING,S.K. KATARIA,2007,,0,707,250,1,3,
989,KUMAR. D. S,MECHANICAL. ENGINEERING,S.K. KATARAI,2002,4,0,820,250,1,2,
990,KUMAR. D.S,ENGINEERING. MECHANICS,S.K. KATARIA,2003,3,0,723,250,1,2,
991,DR.R.K SINGH,VLSI  TECHNOLOGY  DESIGN  & BASIC OF MICROELECTRONICS,S.K KATARIA,2006-7,,0,421,170,1,5,
992,J.R. BARRY,DIGITAL  COMMUNICATION,SPRINGER,,3,0,838,395,1,10,
994,CHARLES P POOLE,INTRODUCATION TO NANOTECHNOLOGY,WILEY,2007,,0,388,349,1,14,
995,TURBAN,INTRODUCATION TO INFORMATION TECHNOLOGY,WILEY,2007,3,0,524,399,1,10,
996,DAVID M. POZAR,MICROWAVE  ENGINEERING,WILEY,,3,0,700,399,1,11,
997,B.P LATHI,SINALS SYSTEMS & COMMUNIATION,B.S.P,2003,3,0,605,250,1,10,
998,AHMAD M IBRAHIM,FUZZY LOGIC FOR EMBEDDED SYSTEMS APPLICTION,ELSEVIER,2004,,0,287,395,1,10,
999,RON MANCINI,OP -AMPS FOR EVERY ONE,NEW SNES ELSEVIER,,2,0,377,395,1,14,
1000,MIKE TOOLEY,ELECTRONIC  CIRCUITS FUNDAMENTAL & APPLICATION,NEW SNES ELSEVIER,,3,0,430,350,1,5,
1002,JACEK M ZURDA,INTRODUCTION TO ARTIFICIAL NAURAL SYSTEMS,JAICO,2006,10,0,883,350,1,12,
1003,BOBROW LEONARD S,FUNDAMENTAL OF ELECTRICAL ENGINEERING,OXFORD,2006,2,0,1163,375,1,12,
1005,"CHEN,CHI-TSONG",SIGNALS. AND. SYSTEMS,OXFORD UNIVERCITY,2004,3,0,424,255,1,10,
1006,P.DEY,COMPUTER  FUNDAMENTAL & PROGRAMMING IN  C,OXFORD UNIVERSITY,,,0,817,245,1,10,
1007,NAGSARKAR T.K,BASIC. ELECTRICAL. ENGINEERING,OXFORD UNIVERCITY,2005,,0,634,215,1,12,
1008,N.P PADHY,ATIFICIAL INTELLIGENCE & INTELLIGENCE SYSTEMS,OXFORD,2006,3,0,614,265,1,11,
1009,RUDRA PRATP,GETTING STARTED WITH MATLAB  7,OXFORD UNIVER,,,0,244,145,1,11,
1011,STANISLAW H ZAK,SYSTEMS AND CONTROL,Oxford University press,2007,,0,704,360,1,12,
1012,A. AMBARDAR,DIGITAL  SIGNAL  PROCESSING,THOMSON,,,0,589,325,1,10,
1013,A BRUCE CARLSON,CIRCUITS,THOMSON,2006,2,0,840,375,1,5,
1014,GARY DUNNING,INTRODUCATION TO PROGRAMMABLE LOGIC CONTROLLERS,THOMSON,2006,2,0,516,350,1,12,
1015,GATES,INTERODUCTION TO ELECTRONICS,THOMSON,2007,1,0,528,299,1,5,
1016,GILBERY RICHARD F,DATA STRUCTURES A PSUEDDOCODE APPROACH WITH C++,THOMSON,2005,,0,754,350,1,10,
1017,PROAKIS,CONTEMPORARY COMMUNICATION SYSTEMS USING METLAB,THOMSON,,2,0,487,325,1,10,
1018,SOTZINGER,OBJECT - ORIENTED ANALYSIS &  DESIGN,THOMSON,,,0,626,395,1,10,
1019,JANTHAN W. VALVANO,EMBEDDED MICROCOMPUTER SYSTEMS,THOMSON,2007,2,0,814,425,1,10,
1020,JOYCE FARRELL,PROGRAMMING  LOGIC  & DESIGN,THOMSON,,4,0,535,350,1,10,
1021,BARESI ARTHUR P,ENGINEERING. MECHANICS. STATICS. DYNAMICS,THOMSON,2004,,0,772,525,1,2,
1022,G.PN SCHNEIDER,ELECTRONIC  COMMERCE,THOMSON,,4,0,12.31,375,1,5,
1023,SHELLY,SYSTEM ANALYSIS AND DESIGN,Thomson course tech.,2007,4,81315,12.31,375,1,10,
1024,LEON &LEON,INTRODUCATION  TO  COMPUTER,LEON TECH,,,0,534,195,1,10,
1025,MEHTA. R.K,PROBLEMS & SOLUTIONS OF ELECTRIC CIRCUIT. ANALYSIS,CBS,2002,,0,534,195,1,12,
1026,ELIAS M. AWOD,SYSTEMS  ANALYSIS  AND  DESIGN,GALGOTIA,,2,0,524,350,1,10,
1027,DOERR & LEVASSUR,APPLIED DISCRETE STRUCTURES FOR COMPUTER SCIENCE,GALGOTIA,2006,,0,523,200,1,10,
1028,ROBERT LOFORE,OBJECT - ORIENTED  PROGARAMMING  IN TURBO  C++,GALGOTIA,,,0,739,375,1,10,
1029,SINGH B.P,MICROPROCESSORS & MICROCROCONTROLLERS,GALGOTIA,2004,,0,1034,195,1,11,
1030,C.J. DATE,AN INTRODUCATION TO DATABASE SYSTEM,NAROSA,2002,3,1,458,235,1,10,
1032,LYNN E FOSTER,NANOTECHNOLOGY,PEARSON,2007,,0,283,29,1,11,
1033,GRAG PERRY,MICROSOFT  WINDOWS  VISTA,PEARSON,,,0,787,550,1,10,
1034,BALLEW & SACK,BREAK  THOUGH  WINDOWS  VISTA,PRENTICE HALL,,,0,270,225,1,10,
1036,J.JOYCE,PLAIN  SIMPAL  M.S WORD  2007,PRENTICE HALL,,,0,247,225,1,10,
1038,DODGE & STINSON,M.S. OFFIC EXCEL  2007,PRENTICE HALL,,,0,1057,795,1,10,
1039,S.H. SAEED,AUTOMETIC  CONTROL  SYSTEMS,S.K. KATARAI,,,0,659,215,1,11,
1040,SANJAY SHARMA,COMMUNICATION SYSTEMS ANALOG & DIGITAL,S.K KATARIA,2007,4,0,963,295,1,10,
1041,SHARMA  SANJEY,ELECTRONICS. ENGINEERING. FOR. ENG. STUDANT,S.K KATARIA  DELHI,2001,,0,549,185,1,5,
1043,J. BHASKER,A VHDL SYNTHESIS PRIMER,B.S.P,2003,2,0,293,225,1,10,
1044,N.C JAGAN,CONTROL SYSTEMS,B.S,2007,2,0,485,200,1,10,
1045,ISLAM S.S,SEMICONDUCTOR. PHYSICS. &. DEVICES,OXFORD UNIVERSITY,2006,,0,546,250,1,7,
1046,MACLENNAN BRUCE J,PRINCIPAL  OF PROGRAMMING LANGUAGES,OXFORD,2007,3,0,509,595,1,5,
1047,POTTER & OTHERS ,ADVANCED ENGINEERING,OXFORD,2005,3,0,779,350,1,4,
1048,BECKER & OTHERS ,BIOTECHNOLOGY. A LABORATARY COURSE,ACADMIC PRASS,2007,2,0,261,695,1,6,
1049,GURU HIZIROGLU,ELECTROMAGNETIC FIELD THEORY FUNDAMENTALS,THOMSON,2005,3,0,596,395,1,5,
1050,BARNUM SUSAN R,BIOTECHNOLOGY. IN. INTRODUCATION,THOMSON,2007,2,0,324,295,1,6,
1051,B BASAVARAJ,BASIC ELECTRONICS,VIKAS,2006,,0,408,210,1,5,
1052,S.K BHATTACHARYA,FUNDAMENTALS OF POWER ELECTRONICS,ISTE,2007,,0,178,250,1,5,
1053,K MURUGESH KUMAR,DC MACHINES & TRANSFORMERS,VIKAS,2007,2,0,525,225,1,2,
1054,K Murugesh Kumar,INTRODUCTION &SYNCHRONOUS MACHINES,Vikas Publishing House Pvt Ltd,2007,,0,440,250,1,12,
1055,SALIVAHANAN S,DIGITAL CIRCUITS & DESIGN,VIKAS PUBLISHING HOUSE,2006,3,0,665,245,1,10,
1056,Sivanandan S N,ELECTRIC CIRCUIT ANALYSIS,VIKAS PUB. HOUSE,2006,2,0,368,225,1,10,
1057,LATHI B.P,COMMUNICATION SYSTEMS,HYDERABAD BSP,2006,,0,431,180,1,11,
1058,JEAN PAUL TREMBLAY,THE THEORY & PRACTICE COMPILER  WRITING,B.S.P,2005,,0,796,325,1,11,
1059,ANAT AGARWAL,FUNDAMENTALS OF ANALOG & DIGITAL ELECTRONICS CIRCUITS,ELEVIER,2005,,0,984,495,1,5,
1060,JACK G. GANSSLE,THE ART OF DESIGNING  EMBEDDED  SYSTEMS,NEWNES ELSEVIER,,,0,245,295,1,11,
1063,NILASON NILS I,ARTIFICIAL. INTELLIGENCE,ELSEVIER,2004,,0,513,395,1,11,
1064,DAVID A PATTERSON,COMPUTER ORGANIZTION & DESIGN,ELSEVIER,2007,3,0,461,425,1,10,
1067,LAN H WITTEN,DATA MINING,ELSEVIER,2005,2,0,524,395,1,10,
1068,JOHN W GOSNEY,HTML  PROFESSIONAL  PROJECTS,THOMSON,2004,,0,721,495,1,10,
1069,RAJA BFAR,MODILE COMPUTING  PRINCIPAL,CAMBRIGE,2005,,0,861,495,1,10,
1073,COLIN RATLEDGE,BASIC. BIOTECHNOLOGY,CAMBRIDGE UNIVERSITY,2006,2,0,568,395,1,6,
1075,M.V SESHAGIRI ROA,ENGINEERING  MECHANICS,UNIVERSITIES,2005,,0,348,220,1,2,
1076,SAHNI SARTAJ,DATA STRUCTUERS ALGORITHMS & APPLICATION IN JAVA,UNIVERSITIES PRESS,2005,2,0,833,480,1,10,
1077,VENRATESH. A,BASIC. ENGINEERING. THERMODYNAMICS,UNIVERSITY. PRESS,2007,,0,485,340,1,18,
1078,PHILIP E ALLEN,CMOS ANALOG CIRCUIT DESIGN,OXFORD,2006,2,0,784,345,1,5,
1079,BAINS. WILLAM,BIOTECHNOLOGY. FROM. A TO Z,OXFORD UNIVERSITY,2004,3,0,413,275,1,6,
1080,BEHSOROOZ. ALI,SOFTWARE. ENGINEERING. FUNDAMENTALS,OXFORD UNIVERSITYY,2006,,0,661,325,1,10,
1082,C.M. BISHP,NUERAL  NETWORK  FOR  PATTERN  RECONGITION,OXFORD UNIVER SITY,,,0,482,295,1,11,
1083,ROGER BOWLEY,INTRODUCTORY STATISTICAL MACHANICS,OXFORD,2007,2,0,352,250,1,2,
1084,HIM R FOWLER,ELECTRONICS INSTRUMENT DESIGN,OXFORD UNIVERSITY,2006,1,0,551,295,1,5,
1085,ASHITAVA  GHOSAL,ROBOTICS  FUNDAMENTALS  CONCEPTS & ANALYSIS,OXFORD UNIVERSITY,,,0,423,225,1,10,
1086,B.S. GURU,ELECTRIC  MACHINERY  &  TRANSFORMS,OXFORD UNIVER SITY,,3,0,700,325,1,12,
1087,PHILIP T. KREIN,ELEMENTS  OF POWER ELECTRONICS,OXFORD,2004,,0,766,360,1,5,
1088,KUO,DIGITAL CONTROL SYSTEMS,OXFORD,2005,2,0,751,349,1,10,
1089,B.P LATHI,SIGNAL  PROCESSING &  LINER SYSTEMS,OXFORD UNIVERSITY,,,0,850,310,1,11,
1090,MUORTHI  V.R,POWER ELECTRONICS,OXRORD,2005,,0,1013,310,1,5,
1091,NAGSARKAR T.K,BASIC. ELECTRICAL. ENGINEERING,OXFORD UNIVERCITY,2005,,0,634,215,1,12,
1092,T.K. NAGSRKARL,PIWER  SYSTEMS  ANALYSIS,OXFORD UNIVERSITY,,,0,692,295,1,5,
1093,PARHAMI BEHROOZ,COMPUTER ARCHITECTURE,OXFORD UNIVERSITY,2006,,0,556,299,1,10,
1094,DAVID  POOLE,COMPUTATIONAL  INTELLIGENCE,OXFORD,2006,,0,558,325,1,10,
1095,PRATAP RUDRA,GETTING STARTED WITH MATLAB  7,OXFORD UNIVERSITY,2006,3,0,299,145,1,10,
1096,PRATAP RUDRA,GETTING STARTED WITH MATLAB  7,OXFORD UNIVERSITY,2006,3,0,299,145,1,10,
1097,A. RAMA KALVAN,LINER  CRICUITS  ANALYSIS & SYSTEMS,OXFORD UNIVERSITY,,,0,642,260,1,5,
1098,A. RAMA KALVAN,LINER  CRICUITS  ANALYSIS & SYSTEMS,OXFORD UNIVERSITY,,,0,642,260,1,5,
1099,SOURAV SAHAY,OBJECT - ORIENTED PROGRAMMING WITH C++,OXFORD,2006,,0,769,225,1,10,
1100,SEJANI & OTHERS,DESIGN OF FEEDBACK CONTROL SYSTEMS,OXFORD,2004,4,0,848,310,1,11,
1101,ZHENG & AKHTAR,NETWORK  FOR COMPUTER  SCIENTICS & ENGINEERS,OXFORD UNIVERSITY,2006,,0,575,355,1,10,
1102,PUROHIT. S.S,BIOTECNOLOGY. FUNDAMENTALS. &. APPLICATION,STUDANT EDITION,2006,3,0,705,330,1,6,
1103,STEPHEN J CHAPMAN,"MATLAB""  PROGRAMMING FOR ENGINEERING",THOMSON,2007,3,0,539,325,1,14,
1104,CHRISTOPHER DIAZ,INTRODUCATION TO UNIX / LIUNX,CHARLES R. MEDIA,,,0,435,395,1,10,
1105,DEVDAS SHETTY,MECHATRONICS SYSTEMS DESIGN,THOMSON,2007,2,0,422,299,1,2,
1106,SIPSER. MICHAAEL,INTRODUCTION. TO. THE. THEORY. OF. COMPUTATION,THOMSON,2007,2,0,437,225,1,19,
1107,PRATT,CONCEPTS OF DATABASE MANAGAMENT,THOMSON,2007,5,0,923,250,1,9,
1108,STEVE WHITE,DIGITAL SIGNAL PROCESSING,THOMSON,,1,0,234,150,1,10,
1110,BHAVIRATTI. S.S,ELEMENTS> OF> CIVIL> ENGINEERING,VIKAS,2006,4,0,216,115,1,2,
1111,SHARON J. GERSON,TECHNICAL WRITING PROCESS & PRODUCT,PEARSON,2007,5,0,680,375,1,5,
1112,A.M NATARAJAN,OPERATING  RESEORCH,PEARSON,,,0,738,295,1,10,
1113,ARORA O.P,POWER ELECTRONICS LABARATORY,NAROSA,2007,,0,356,220,1,5,
1114,ARORA O.P,POWER ELECTRONICS LABARATORY,NAROSA,2007,,0,356,220,1,5,
1115,ARORA O.P,POWER ELECTRONICS LABARATORY,NAROSA,2007,,0,356,220,1,5,
1116,ARORA O.P,POWER ELECTRONICS LABARATORY,NAROSA,2007,,0,356,220,1,5,
,,,,,,,,,,,
1118,ARORA O.P,POWER ELECTRONICS LABARATORY,NAROSA,2007,,0,356,220,1,5,
1119,ARORA O.P,POWER ELECTRONICS LABARATORY,NAROSA,2007,,0,356,220,1,5,
1120,ARORA O.P,POWER ELECTRONICS LABARATORY,NAROSA,2007,,0,356,220,1,5,
1121,ARORA O.P,POWER ELECTRONICS LABARATORY,NAROSA,2007,,0,356,220,1,5,
1122,ARORA O.P,POWER ELECTRONICS LABARATORY,NAROSA,2007,,0,356,220,1,5,
1123,BHATTACHARYA & OTHERS,NETWORK DATA MINING & ARTFICIAL INTELLIGENCE,NAROSA,2006,,0,224,440,1,10,
1124,BHATTACHARYA & OTHERS,NETWORK DATA MINING & ARTFICIAL INTELLIGENCE,NAROSA,2006,,0,224,440,1,10,
1125,BHATTACHARYA & OTHERS,NETWORK DATA MINING & ARTFICIAL INTELLIGENCE,NAROSA,2006,,0,224,440,1,10,
1129,BISHOP DAVID,INTRODUCATION TO CRYPTOGRAPHY WITH JAVA APPLETS,NAROSA,2004,,0,370,250,1,10,
1130,BISHOP DAVID,INTRODUCATION TO CRYPTOGRAPHY WITH JAVA APPLETS,NAROSA,2004,,0,370,250,1,10,
1133,CHOPRA. HARISH. KUMAR,ENGINEERING. CHEMISTRY. A. TEXT. BOOK,NAROSA,2007,,0,610,375,1,13,
1136,CHOPRA. HARISH. KUMAR,ENGINEERING. CHEMISTRY. A. TEXT. BOOK,NAROSA,2007,,0,610,375,1,13,
1138,S CHOUDHERY,ELECTRICAL SCIENCE,NAROSA,1999,,0,346,210,1,5,
1139,S CHOUDHERY,ELECTRICAL SCIENCE,NAROSA,1999,,0,346,210,1,5,
1140,S CHOUDHERY,ELECTRICAL SCIENCE,NAROSA,1999,,0,346,210,1,5,
1141,S CHOUDHERY,ELECTRICAL SCIENCE,NAROSA,1999,,0,346,210,1,5,
1142,S CHOUDHERY,ELECTRICAL SCIENCE,NAROSA,1999,,0,346,210,1,5,
1143,COPPIN.BEN,PRTIFICIAL. INTELLIGENCE. ILLUMINATED,NAROSA NEW DELHI,2004,,0,739,295,1,10,
1145,COPPIN.BEN,PRTIFICIAL. INTELLIGENCE. ILLUMINATED,NAROSA NEW DELHI,2004,,0,739,295,1,10,
1146,COPPIN.BEN,PRTIFICIAL. INTELLIGENCE. ILLUMINATED,NAROSA NEW DELHI,2004,,0,739,295,1,10,
1147,COPPIN.BEN,PRTIFICIAL. INTELLIGENCE. ILLUMINATED,NAROSA NEW DELHI,2004,,0,739,295,1,10,
1149,NALL DALE,PROGRAMMING & PROBLIM SOLVING WITH VISUAL BASIC NET,NAROSA,2004,,0,685,350,1,10,
1150,NALL DALE,PROGRAMMING & PROBLIM SOLVING WITH VISUAL BASIC NET,NAROSA,2004,,0,685,350,1,10,
1152,NALL DALE,PROGRAMMING & PROBLIM SOLVING WITH VISUAL BASIC NET,NAROSA,2004,,0,685,350,1,10,
1153,DAS. M.K,DISCRETE. MATHMATICAL. STRUCTURES. FOR. COMPUTER. SCIENTISTS. AND. ENGINEERS,NAROSA,2007,,0,538,295,1,4,
1158,Dubey Gopal.K,Fundamentals Of Electrical Drives,Narosa Publishing House,2007,2,0,392,295,1,12,
1159,Dubey Gopal K.,FUNDAMENTALS OF ELECTRICAL DRIVES,Narosa Publishing House,2007,2,0,392,295,1,12,
1160,Dubey Gopal.k,FUNDAMENTALS OF ELECTRICAL DRIVES,Narosa Publishing House,2007,2,0,392,295,1,12,
1161,Dubey Gopal K.,FUNDAMENTALS OF ELECTRICAL DRIVES,Narosa Publishing House,2007,2,0,392,295,1,12,
1162,Dubey Gopal K.,FUNDAMENTALS OF ELECTRICAL DRIVES,Narosa Publishing House,2007,2,0,392,295,1,12,
1163,GOPAL. K. DUBEY,FUNDAMENTALS. OF. ELECTRICAL. DRIVES,NAROSA,2007,,0,392,295,1,12,
1164,Dubey Gopal K.,FUNDAMENTALS OF ELECTRICAL DRIVES,Narosa Publishing House,2007,2,0,392,295,1,12,
1165,Dubey Gopal K.,FUNDAMENTALS OF ELECTRICAL DRIVES,Narosa Publishing House,2007,2,0,392,295,1,12,
1166,DUKKIPATI RAO V,CONTROL SYSTEMS,NAROSA,2006,,0,698,575,1,11,
1168,DUKKIPATI RAO V,CONTROL SYSTEMS,NAROSA,2006,,0,698,575,1,11,
1169,DUKKIPATI RAO V,CONTROL SYSTEMS,NAROSA,2006,,0,698,575,1,11,
1170,DUKKIPATI RAO V,CONTROL SYSTEMS,NAROSA,2006,,0,698,575,1,11,
1174,N. GAUTHMS,BIOINFORMATICS. DATABASES. ALGORITHMS,NAROSA,2007,,0,248,350,1,6,
1175,N. GAUTHAM,BIOINFORMATICS. DATABASES. ALGORITHMS,NAROSA,2007,,0,248,350,1,6,
1176,N. GAUTHMS,BIOINFORMATICS. DATABASES. ALGORITHMS,NAROSA,2007,,0,248,350,1,6,
1177,N. GAUTHMS,BIOINFORMATICS. DATABASES. ALGORITHMS,NAROSA,2007,,0,248,350,1,6,
1178,N. GAUTHMS,BIOINFORMATICS. DATABASES. ALGORITHMS,NAROSA,2007,,0,248,350,1,6,
1179,N.GAUTHMS,BIOINFORMATICS. DATABASES. ALGORITHMS,NAROSA,2007,,0,248,350,1,6,
1180,N. GAUTHMS,BIOINFORMATICS. DATABASES. ALGORITHMS,NAROSA,2007,,0,248,350,1,6,
1181,N. GAUTHMS,BIOINFORMATICS. DATABASES. ALGORITHMS,NAROSA,2007,,0,248,350,1,6,
1182,N. GAUTHMS,BIOINFORMATICS. DATABASES. ALGORITHMS,NAROSA,2007,,0,248,350,1,6,
1183,N. GAUTHMS,BIOINFORMATICS. DATABASES. ALGORITHMS,NAROSA,2007,,0,248,350,1,6,
1184,S. LGNACIMUTHU S.J,BASIC  BIOINFORMATICS,NAROSA,2006,2,0,190,175,1,6,
1185,S. LGNACIMUTHU S.J,BASIC  BIOINFORMATICS,NAROSA,2006,2,0,190,175,1,6,
1186,S. LGNACIMUTHU S.J,BASIC  BIOINFORMATICS,NAROSA,2006,2,0,190,175,1,6,
,,,,,,,,,,,
1188,S. LGNACIMUTHU S.J,BASIC  BIOINFORMATICS,NAROSA,2006,2,0,190,175,1,6,
1189,JOSHI. K.D,CALCULAS. FOR. SCIENTISTS. AND. ENGINEERS,NAROSA,2002,,0,797,395,1,4,
1190,JOSHI. K.D,CALCULAS. FOR. SCIENTISTS. AND. ENGINEERS,NAROSA,2002,,0,797,395,1,4,
1191,JOSHI. K.D,CALCULAS. FOR. SCIENTISTS. AND. ENGINEERS,NAROSA,2002,,0,797,395,1,4,
1192,JOSHI. K.D,CALCULAS. FOR. SCIENTISTS. AND. ENGINEERS,NAROSA,2002,,0,797,395,1,4,
1194,C.S KIRSNAAMOORTHY,COMPUTER AIDED DESIGN,NAROSA,2005,2,0,0,310,1,10,
1195,C.S KIRSNAAMOORTHY,COMPUTER AIDED DESIGN,NAROSA,2005,2,0,0,310,1,10,
1196,C.S KIRSNAAMOORTHY,COMPUTER AIDED DESIGN,NAROSA,2005,2,0,0,310,1,10,
1198,C.S KIRSNAAMOORTHY,COMPUTER AIDED DESIGN,NAROSA,2005,2,0,0,310,1,10,
1202,KUMAR AJOY,THERMAL. ENGINEERING,NAROSA,2004,,0,696,395,1,14,
1203,KUMAR AJOY,THERMAL. ENGINEERING,NAROSA,2004,,0,696,395,1,14,
1204,KUMAR AJOY,THERMAL. ENGINEERING,NAROSA,2004,,0,696,395,1,14,
1209,DEBASIS KUNDU,STATISTCAL. COMPUTING,NAROSA NEW DELHI,2004-6,,0,410,350,1,4,
1211,G.L LAL,FUNDAMENTALS. OF. MANUFACTURING. PROCESSES,NAROSA,2006-7,,0,335,220,1,5,
1212,G.K. LAL,FUNDAMENTALS. OF. MANUFACTURING. PROCESSES,NAROSA,2006-7,,0,335,220,1,5,
1213,G.K. LAL,FUNDAMENTALS. OF. MANUFACTURING. PROCESSES,NAROSA,2006-7,,0,335,220,1,10,
1214,G.K. LAL,FUNDAMENTALS. OF. MANUFACTURING. PROCESSES,NAROSA,2006-7,,0,335,220,1,10,
1215,G.K LAL,FUNDAMENTALS. OF. MANUFACTURING. PROCESSES,NAROSA,2006-7,,0,335,220,1,5,
1216,G.K LAL,FUNDAMENTALS. OF. MANUFACTURING.  PROCESSES,NAROSA,2006-7,,0,335,220,1,5,
1217,G.K. LAL,FUNDAMENTALS. OF. MANUFACTURING. PROCESSES,NAROSA,2006-7,,0,335,220,1,5,
1218,G.K. LAL,FUNDAMENTALS. OF. MANUFACTURING. PROCESSES,NAROSA,2006-7,,0,335,220,1,5,
1219,G.K LAL,FUNDAMENTALS. OF. MANUFACTURING. PROCESSES,NAROSA,2006-7,,0,335,220,1,5,
1220,G.L LAL,FUNDAMENTALS. OF. MANUFACTURING. PROCESSES,NAROSA,2006-7,,0,335,220,1,5,
1221,LAL G.K,FUNDAMENTALS OF DESIGN & MANUFACTURING,NAROSA,2007,7,0,297,235,1,11,
1222,LAL G.K,FUNDAMENTALS OF DESIGN & MANUFACTURING,NAROSA,2007,7,0,297,235,1,11,
1224,LAL G.K,FUNDAMENTALS OF DESIGN & MANUFACTURING,NAROSA,2007,7,0,297,235,1,11,
1225,LAL G.K,FUNDAMENTALS OF DESIGN & MANUFACTURING,NAROSA,2007,7,0,297,235,1,11,
1226,LAL G.K,FUNDAMENTALS OF DESIGN & MANUFACTURING,NAROSA,2007,7,0,297,235,1,11,
1227,LAL G.K,FUNDAMENTALS OF DESIGN & MANUFACTURING,NAROSA,2007,7,0,297,235,1,19,
1230,LAL G.K,FUNDAMENTALS OF DESIGN & MANUFACTURING,NAROSA,2007,7,0,297,235,1,11,
1231,NAIDU  PRABHAKAR S,MORDEN DIGITAL SIGNAL PROCESSING AN INTRODUCATION,NAROSA,2006,2,0,480,395,1,11,
1233,NAIDU  PRABHAKAR S,MORDEN DIGITAL SIGNAL PROCESSING AN INTRODUCATION,NAROSA,2006,2,0,480,395,1,5,
1234,NAIDU  PRABHAKAR S,MORDEN DIGITAL SIGNAL PROCESSING AN INTRODUCATION,NAROSA,2006,2,0,480,395,1,5,
1235,NAIDU  PRABHAKAR S,MORDEN DIGITAL SIGNAL PROCESSING AN INTRODUCATION,NAROSA,2006,2,0,480,395,1,5,
1236,NILSON NILS J,PRINCIPAL OF ARTIFICIAL INTELLIGENCE,NAROSA,1990,,0,476,245,1,11,
1237,NILSON NILS J,PRINCIPAL OF ARTIFICIAL INTELLIGENCE,NAROSA,1990,,0,476,245,1,11,
1238,NILSON NILS J,PRINCIPAL OF ARTIFICIAL INTELLIGENCE,NAROSA,1990,,0,476,245,1,11,
1239,NILSON NILS J,PRINCIPAL OF ARTIFICIAL INTELLIGENCE,NAROSA,1990,,0,476,245,1,11,
1240,NILSON NILS J,PRINCIPAL OF ARTIFICIAL INTELLIGENCE,NAROSA,1990,,0,476,245,1,11,
1241,LINDA NULL,THE ESSENTIALS OF COMPUTER ORGANIXATION & ARCHITECTURE,NAROSA,2003,,0,673,295,1,10,
1242,LINDA NULL,THE ESSENTIALS OF COMPUTER ORGANIXATION & ARCHITECTURE,NAROSA,2003,,0,673,295,1,10,
1244,LINDA NULL,THE ESSENTIALS OF COMPUTER ORGANIXATION & ARCHITECTURE,NAROSA,2003,,0,673,295,1,10,
1245,LINDA NULL,THE ESSENTIALS OF COMPUTER ORGANIXATION & ARCHITECTURE,NAROSA,2003,,0,673,295,1,10,
1247,PAI M.A,SMALL SIGNAL ANALYSIS POWER SYSTEMS,NAROSA,2004,,0,291,495,1,12,
1248,PAI M.A,SMALL SIGNAL ANALYSIS POWER SYSTEMS,NAROSA,2004,,0,291,495,1,12,
1249,PAI M.A,SMALL SIGNAL ANALYSIS POWER SYSTEMS,NAROSA,2004,,0,291,495,1,12,
1250,PAI M.A,SMALL SIGNAL ANALYSIS POWER SYSTEMS,NAROSA,2004,,0,291,495,1,12,
1251,PAL. MADHUMANGAL,NUMERICAL. ANYALIS. FOR. SCIENTISTS.&. ENGINEERING.,NAROSA NEW DELHI,2007,,0,654,375,1,10,
1253,PAL. MADHUMANGAL,NUMERICAL. ANYALIS. FOR. SCIENTISTS.&. ENGINEERING.,NAROSA NEW DELHI,2007,,0,654,375,1,10,
1254,PAL. MADHUMANGAL,NUMERICAL. ANYALIS. FOR. SCIENTISTS.&. ENGINEERING.,NAROSA NEW DELHI,2007,,0,654,375,1,10,
1256,N PALANIAPPON,FUZZY TOPOLOGY,NAROSA,2007,2,0,193,240,1,14,
1257,N PALANIAPPON,FUZZY TOPOLOGY,NAROSA,2007,2,0,193,240,1,14,
1258,N PALANIAPPON,FUZZY TOPOLOGY,NAROSA,2007,2,0,193,240,1,14,
1260,N PALANIAPPON,FUZZY TOPOLOGY,NAROSA,2007,2,0,193,240,1,13,
1262,RAI. B,A COURSE. IN. ORDINARY. EQUATION,NAROSA NEW DELHI,2005,,0,463,295,1,4,
1266,B.RAJ,WELDING  TECHNOLOGY  FOR  ENGINEERS,NAROSA,,,0,411,395,1,4,
1274,REITZ R JOHN,FUNDAMENTALS OF ELECTROMAGNETIC THEORY,NAROSA,1998,3,0,542,195,1,5,
